,ID,Date,Hour,Status,Latitude,Longitude,Max_Speed,Min_Pressure,Low_Rad_NE,Low_Rad_SE,Low_Rad_SW,Low_Rad_NW,Med_Rad_NE,Med_Rad_SE,Med_Rad_SW,Med_Rad_NW,High_Rad_NE,High_Rad_SE,High_Rad_SW,High_Rad_NW
47513,AL022012,20120531, 0600, LO, 36.3N,  72.9W,40.0,996.0,0.0,130.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47514,AL022012,20120531, 1200, LO, 37.1N,  70.4W,35.0,998.0,0.0,130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47515,AL022012,20120531, 1800, LO, 37.8N,  67.6W,35.0,1000.0,0.0,130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47516,AL022012,20120601, 0000, EX, 38.7N,  65.0W,35.0,1001.0,0.0,130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47517,AL022012,20120601, 0600, EX, 39.4N,  62.4W,35.0,1002.0,0.0,130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47518,AL022012,20120601, 1200, EX, 39.4N,  59.8W,35.0,1001.0,0.0,130.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47519,AL022012,20120601, 1800, EX, 38.5N,  57.5W,35.0,1000.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47520,AL022012,20120602, 0000, EX, 38.1N,  53.2W,35.0,1000.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47521,AL032012,20120617, 0000, LO, 28.8N,  68.8W,20.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47522,AL032012,20120617, 0600, LO, 29.3N,  66.9W,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47523,AL032012,20120617, 1200, LO, 30.4N,  65.4W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47524,AL032012,20120617, 1800, LO, 31.8N,  64.2W,35.0,1004.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47525,AL032012,20120618, 0000, LO, 33.4N,  63.5W,35.0,1004.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47526,AL032012,20120618, 0600, LO, 35.1N,  62.8W,35.0,1004.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47527,AL032012,20120618, 1200, LO, 36.7N,  62.0W,35.0,1004.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47528,AL032012,20120618, 1800, SS, 38.0N,  61.3W,40.0,1004.0,50.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47529,AL032012,20120619, 0000, SS, 38.6N,  60.4W,40.0,1003.0,60.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47530,AL032012,20120619, 0600, SS, 39.1N,  59.6W,40.0,1003.0,60.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47531,AL032012,20120619, 1200, TS, 39.4N,  58.7W,40.0,1003.0,60.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47532,AL032012,20120619, 1800, TS, 39.5N,  58.0W,40.0,1003.0,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47533,AL032012,20120620, 0000, TS, 38.9N,  56.7W,40.0,1003.0,60.0,70.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47534,AL032012,20120620, 0600, TS, 38.3N,  54.7W,40.0,1002.0,60.0,70.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47535,AL032012,20120620, 1200, TS, 38.1N,  52.5W,45.0,1001.0,60.0,80.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47536,AL032012,20120620, 1800, TS, 38.2N,  50.2W,50.0,999.0,60.0,80.0,60.0,40.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
47537,AL032012,20120621, 0000, TS, 38.6N,  47.5W,60.0,991.0,60.0,80.0,60.0,40.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
47538,AL032012,20120621, 0600, HU, 39.5N,  45.5W,70.0,982.0,60.0,80.0,60.0,40.0,30.0,30.0,25.0,20.0,15.0,15.0,10.0,10.0
47539,AL032012,20120621, 1200, HU, 40.5N,  43.9W,75.0,974.0,70.0,80.0,60.0,50.0,40.0,40.0,30.0,25.0,20.0,20.0,10.0,10.0
47540,AL032012,20120621, 1800, HU, 41.9N,  42.9W,70.0,975.0,70.0,80.0,60.0,50.0,40.0,30.0,30.0,20.0,15.0,15.0,10.0,10.0
47541,AL032012,20120622, 0000, TS, 43.3N,  42.8W,60.0,978.0,70.0,70.0,50.0,60.0,50.0,40.0,30.0,20.0,0.0,0.0,0.0,0.0
47542,AL032012,20120622, 0600, TS, 44.5N,  43.9W,50.0,982.0,70.0,60.0,40.0,70.0,40.0,30.0,20.0,30.0,0.0,0.0,0.0,0.0
47543,AL032012,20120622, 1200, EX, 44.8N,  45.8W,45.0,985.0,60.0,40.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47544,AL032012,20120622, 1800, EX, 44.2N,  47.8W,40.0,988.0,50.0,30.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47545,AL032012,20120623, 0000, EX, 42.6N,  48.4W,35.0,989.0,40.0,0.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47546,AL032012,20120623, 0600, EX, 40.9N,  47.4W,35.0,989.0,0.0,0.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47547,AL032012,20120623, 1200, EX, 40.0N,  45.0W,35.0,990.0,0.0,0.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47548,AL032012,20120623, 1800, EX, 40.5N,  42.5W,30.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47549,AL032012,20120624, 0000, EX, 41.4N,  40.2W,30.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47550,AL032012,20120624, 0600, EX, 42.9N,  38.5W,25.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47551,AL032012,20120624, 1200, EX, 43.7N,  38.2W,20.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47552,AL042012,20120623, 1200, TS, 25.5N,  87.6W,35.0,1002.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47553,AL042012,20120623, 1800, TS, 26.0N,  87.5W,40.0,1001.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47554,AL042012,20120624, 0000, TS, 26.5N,  87.4W,45.0,998.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47555,AL042012,20120624, 0600, TS, 27.0N,  87.2W,50.0,995.0,150.0,150.0,0.0,80.0,70.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
47556,AL042012,20120624, 1200, TS, 27.6N,  86.8W,55.0,994.0,200.0,200.0,60.0,80.0,70.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
47557,AL042012,20120624, 1800, TS, 28.0N,  86.3W,55.0,992.0,200.0,200.0,60.0,90.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
47558,AL042012,20120625, 0000, TS, 28.3N,  86.0W,50.0,990.0,175.0,200.0,80.0,110.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
47559,AL042012,20120625, 0600, TS, 28.6N,  85.8W,45.0,993.0,150.0,200.0,80.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47560,AL042012,20120625, 1200, TS, 28.8N,  85.6W,40.0,994.0,100.0,200.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47561,AL042012,20120625, 1800, TS, 29.0N,  85.3W,40.0,992.0,100.0,220.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47562,AL042012,20120626, 0000, TS, 29.0N,  85.0W,45.0,991.0,100.0,220.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47563,AL042012,20120626, 0600, TS, 28.9N,  84.7W,40.0,991.0,100.0,220.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47564,AL042012,20120626, 1200, TS, 28.9N,  84.3W,40.0,992.0,80.0,180.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47565,AL042012,20120626, 1800, TS, 29.2N,  83.7W,35.0,995.0,50.0,150.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47566,AL042012,20120626, 2100, TS, 29.3N,  83.2W,35.0,995.0,50.0,150.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47567,AL042012,20120627, 0000, TD, 29.4N,  82.7W,30.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47568,AL042012,20120627, 0600, TD, 29.5N,  81.5W,30.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47569,AL042012,20120627, 1200, TD, 29.5N,  80.3W,30.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47570,AL052012,20120801, 1200, TD, 11.6N,  46.7W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47571,AL052012,20120801, 1800, TD, 12.0N,  48.2W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47572,AL052012,20120802, 0000, TD, 12.4N,  49.9W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47573,AL052012,20120802, 0600, TD, 12.7N,  51.7W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47574,AL052012,20120802, 1200, TS, 13.0N,  53.6W,35.0,1007.0,90.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47575,AL052012,20120802, 1800, TS, 13.2N,  55.5W,45.0,1006.0,90.0,30.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47576,AL052012,20120803, 0000, TS, 13.4N,  57.5W,45.0,1005.0,90.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47577,AL052012,20120803, 0600, TS, 13.6N,  59.7W,40.0,1005.0,90.0,80.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47578,AL052012,20120803, 1200, TS, 13.7N,  61.6W,40.0,1003.0,90.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47579,AL052012,20120803, 1800, TS, 13.8N,  63.3W,40.0,1003.0,100.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47580,AL052012,20120804, 0000, TS, 13.8N,  64.8W,40.0,1004.0,100.0,80.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47581,AL052012,20120804, 0600, TS, 13.9N,  66.4W,45.0,1005.0,100.0,80.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47582,AL052012,20120804, 1200, TS, 14.2N,  67.9W,45.0,1005.0,100.0,80.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47583,AL052012,20120804, 1800, TS, 14.6N,  69.5W,45.0,1005.0,110.0,80.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47584,AL052012,20120805, 0000, TS, 15.0N,  71.5W,45.0,1006.0,110.0,80.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47585,AL052012,20120805, 0600, TS, 15.0N,  73.8W,45.0,1006.0,110.0,80.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47586,AL052012,20120805, 1200, TS, 15.0N,  76.1W,45.0,1006.0,110.0,80.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47587,AL052012,20120805, 1800, TS, 15.1N,  77.8W,45.0,1005.0,110.0,80.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47588,AL052012,20120806, 0000, TS, 15.2N,  78.9W,45.0,1003.0,110.0,80.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47589,AL052012,20120806, 0600, TS, 15.4N,  79.6W,50.0,998.0,110.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47590,AL052012,20120806, 1200, TS, 15.7N,  80.2W,55.0,996.0,110.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47591,AL052012,20120806, 1800, TS, 16.2N,  81.2W,55.0,995.0,110.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47592,AL052012,20120807, 0000, TS, 16.7N,  82.2W,55.0,994.0,110.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47593,AL052012,20120807, 0600, TS, 17.3N,  83.3W,55.0,993.0,110.0,80.0,30.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47594,AL052012,20120807, 1200, HU, 17.8N,  84.4W,65.0,988.0,120.0,100.0,30.0,60.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
47595,AL052012,20120807, 1800, HU, 18.4N,  85.7W,75.0,983.0,120.0,120.0,40.0,70.0,60.0,30.0,0.0,20.0,30.0,20.0,0.0,10.0
47596,AL052012,20120808, 0000, HU, 18.7N,  87.1W,80.0,979.0,140.0,140.0,40.0,70.0,60.0,40.0,20.0,30.0,30.0,20.0,0.0,10.0
47597,AL052012,20120808, 0100, HU, 18.7N,  87.2W,80.0,977.0,140.0,140.0,40.0,70.0,60.0,40.0,20.0,30.0,30.0,20.0,0.0,10.0
47598,AL052012,20120808, 0315, HU, 18.8N,  87.7W,85.0,973.0,140.0,140.0,40.0,70.0,60.0,40.0,20.0,30.0,30.0,20.0,0.0,10.0
47599,AL052012,20120808, 0600, HU, 18.8N,  88.3W,80.0,973.0,140.0,140.0,40.0,70.0,60.0,40.0,20.0,30.0,30.0,20.0,0.0,10.0
47600,AL052012,20120808, 1200, TS, 18.8N,  89.6W,60.0,983.0,140.0,140.0,40.0,70.0,60.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0
47601,AL052012,20120808, 1800, TS, 18.8N,  90.8W,50.0,993.0,120.0,100.0,50.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47602,AL052012,20120809, 0000, TS, 18.8N,  91.7W,55.0,993.0,120.0,60.0,50.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47603,AL052012,20120809, 0600, TS, 18.7N,  92.8W,60.0,992.0,120.0,60.0,50.0,80.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
47604,AL052012,20120809, 1200, TS, 18.4N,  93.8W,55.0,989.0,120.0,60.0,30.0,80.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
47605,AL052012,20120809, 1615, TS, 18.3N,  94.6W,55.0,989.0,120.0,60.0,30.0,80.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
47606,AL052012,20120809, 1800, TS, 18.2N,  94.9W,50.0,993.0,120.0,30.0,0.0,60.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
47607,AL052012,20120810, 0000, TS, 18.0N,  96.0W,40.0,997.0,100.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47608,AL052012,20120810, 0600, TD, 17.9N,  97.2W,30.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47609,AL062012,20120803, 0600, LO, 12.2N,  23.1W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47610,AL062012,20120803, 1200, LO, 12.5N,  24.5W,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47611,AL062012,20120803, 1800, TD, 13.0N,  25.9W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47612,AL062012,20120804, 0000, TD, 13.5N,  27.3W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47613,AL062012,20120804, 0600, TS, 14.1N,  28.6W,35.0,1007.0,40.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47614,AL062012,20120804, 1200, TS, 14.7N,  29.9W,40.0,1005.0,50.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47615,AL062012,20120804, 1800, TS, 15.3N,  31.2W,45.0,1003.0,60.0,40.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47616,AL062012,20120805, 0000, TS, 15.8N,  32.5W,50.0,1002.0,70.0,50.0,20.0,60.0,30.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0
47617,AL062012,20120805, 0600, TS, 16.1N,  33.8W,50.0,1002.0,70.0,50.0,20.0,60.0,30.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0
47618,AL062012,20120805, 1200, TS, 16.2N,  35.0W,45.0,1004.0,60.0,40.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47619,AL062012,20120805, 1800, TS, 16.2N,  36.2W,45.0,1005.0,50.0,30.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47620,AL062012,20120806, 0000, TS, 16.2N,  37.3W,35.0,1008.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47621,AL062012,20120806, 0600, TD, 16.3N,  38.4W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47622,AL062012,20120806, 1200, LO, 16.4N,  39.6W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47623,AL062012,20120806, 1800, LO, 16.5N,  40.9W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47624,AL062012,20120807, 0000, LO, 16.7N,  42.5W,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47625,AL062012,20120807, 0600, LO, 16.9N,  44.3W,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47626,AL062012,20120807, 1200, LO, 17.2N,  46.3W,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47627,AL062012,20120807, 1800, LO, 17.6N,  48.5W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47628,AL062012,20120808, 0000, LO, 18.0N,  50.7W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47629,AL062012,20120808, 0600, LO, 18.4N,  52.9W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47630,AL072012,20120809, 1800, TD, 13.7N,  43.0W,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47631,AL072012,20120810, 0000, TD, 13.6N,  44.6W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47632,AL072012,20120810, 0600, TD, 13.5N,  46.3W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47633,AL072012,20120810, 1200, TD, 13.4N,  48.2W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47634,AL072012,20120810, 1800, TD, 13.4N,  50.5W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47635,AL072012,20120811, 0000, TD, 13.4N,  52.9W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47636,AL072012,20120811, 0600, TD, 13.4N,  55.4W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47637,AL072012,20120811, 1200, WV, 13.3N,  57.9W,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47638,AL072012,20120811, 1800, WV, 13.3N,  59.9W,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47639,AL072012,20120812, 0000, WV, 13.5N,  61.4W,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47640,AL072012,20120812, 0600, WV, 13.7N,  63.2W,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47641,AL072012,20120812, 1200, WV, 13.9N,  65.6W,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47642,AL072012,20120812, 1800, WV, 14.1N,  68.0W,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47643,AL072012,20120813, 0000, WV, 14.1N,  70.4W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47644,AL072012,20120813, 0600, WV, 14.1N,  72.7W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47645,AL072012,20120813, 1200, WV, 14.1N,  74.9W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47646,AL072012,20120813, 1800, WV, 14.1N,  76.6W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47647,AL072012,20120814, 0000, WV, 14.1N,  78.4W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47648,AL072012,20120814, 0600, WV, 14.1N,  80.1W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47649,AL072012,20120814, 1200, WV, 14.1N,  81.8W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47650,AL072012,20120814, 1800, WV, 14.3N,  83.6W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47651,AL072012,20120815, 0000, WV, 14.7N,  85.3W,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47652,AL072012,20120815, 0600, WV, 15.2N,  87.0W,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47653,AL072012,20120815, 1200, LO, 15.7N,  88.6W,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47654,AL072012,20120815, 1800, LO, 16.5N,  89.5W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47655,AL072012,20120816, 0000, LO, 17.5N,  90.5W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47656,AL072012,20120816, 0600, LO, 18.5N,  91.0W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47657,AL072012,20120816, 1200, LO, 19.2N,  91.5W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47658,AL072012,20120816, 1800, LO, 19.3N,  92.6W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47659,AL072012,20120817, 0000, LO, 19.3N,  94.2W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47660,AL072012,20120817, 0600, LO, 19.7N,  95.2W,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47661,AL072012,20120817, 1200, TD, 19.9N,  95.7W,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47662,AL072012,20120817, 1800, TS, 20.3N,  95.9W,40.0,1004.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47663,AL072012,20120818, 0000, TS, 20.8N,  96.1W,35.0,1006.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47664,AL072012,20120818, 0600, TD, 21.4N,  96.8W,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47665,AL072012,20120818, 1200, TD, 21.9N,  97.7W,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47666,AL072012,20120818, 1800, TD, 22.5N,  98.7W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47667,AL072012,20120819, 0000, LO, 22.7N,  98.9W,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47668,AL082012,20120815, 1200, TD, 27.6N,  54.6W,30.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47669,AL082012,20120815, 1800, TD, 29.1N,  55.1W,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
